posteam,qtr,down,play_type,pass_length_numerical_mean,pass_length_numerical_count,pass_length_numerical_std,pass_location_numerical_mean,pass_location_numerical_count,pass_location_numerical_std,run_location_numerical_mean,run_location_numerical_count,run_location_numerical_std
PIT,3,1,pass,0.732891832,453,0.442938478,0.573951435,453,0.426636949,1,453,0
PIT,3,1,run,0,588,0,1,588,0,0.590986395,588,0.420679721
PIT,3,2,pass,0.758465011,443,0.428497734,0.544018059,443,0.427799927,1,443,0
PIT,3,2,run,0,310,0,1,310,0,0.503225806,310,0.425698642
PIT,3,3,pass,0.681440443,361,0.466564426,0.537396122,361,0.402233875,1,361,0
PIT,3,3,run,0,78,0,1,78,0,0.570512821,78,0.400684147
PIT,3,4,pass,0.8,5,0.447213595,0.6,5,0.547722558,1,5,0
PIT,3,4,run,0,5,0,1,5,0,0.6,5,0.418330013
PIT,4,1,pass,0.761061947,565,0.426812703,0.542477876,565,0.425225287,1,565,0
PIT,4,1,run,0,573,0,1,573,0,0.518324607,573,0.422400714
PIT,4,2,pass,0.754385965,513,0.430870829,0.567251462,513,0.420262717,1,513,0
PIT,4,2,run,0,343,0,1,343,0,0.540816327,343,0.418604516
PIT,4,3,pass,0.667458432,421,0.471684369,0.562945368,421,0.414274891,1,421,0
PIT,4,3,run,0,112,0,1,112,0,0.575892857,112,0.420262795
PIT,4,4,pass,0.727272727,33,0.452267017,0.545454545,33,0.402407527,1,33,0
PIT,4,4,run,0,10,0,1,10,0,0.6,10,0.316227766
PIT,5,1,pass,0.588235294,17,0.507299656,0.588235294,17,0.441421501,1,17,0
PIT,5,1,run,0,17,0,1,17,0,0.441176471,17,0.390606617
PIT,5,2,pass,0.6,15,0.507092553,0.633333333,15,0.399404318,1,15,0
PIT,5,2,run,0,14,0,1,14,0,0.285714286,14,0.377964473
PIT,5,3,pass,0.727272727,11,0.467099366,0.454545455,11,0.350324525,1,11,0
PIT,5,3,run,0,3,0,1,3,0,0.833333333,3,0.288675135
PIT,5,4,pass,1,2,0,0.75,2,0.353553391,1,2,0
PIT,5,4,run,0,1,,1,1,,0,1,
SD,1,1,pass,0.753799392,329,0.431452986,0.565349544,329,0.442915042,1,329,0
SD,1,1,run,0,490,0,1,490,0,0.518367347,490,0.398962596
SD,1,2,pass,0.812121212,330,0.391208536,0.543939394,330,0.441443056,1,330,0
SD,1,2,run,0,284,0,1,284,0,0.48943662,284,0.385094683
SD,1,3,pass,0.744548287,321,0.436795717,0.540498442,321,0.429292733,1,321,0
SD,1,3,run,0,51,0,1,51,0,0.617647059,51,0.340414972
SD,1,4,pass,0.5,2,0.707106781,0.25,2,0.353553391,1,2,0
SD,1,4,run,0,5,0,1,5,0,0.8,5,0.273861279
SD,2,1,pass,0.775471698,530,0.417665517,0.51509434,530,0.447381048,1,530,0
SD,2,1,run,0,459,0,1,459,0,0.498910675,459,0.394419189
SD,2,2,pass,0.773109244,476,0.419262004,0.524159664,476,0.443602866,1,476,0
SD,2,2,run,0,251,0,1,251,0,0.462151394,251,0.373579647
SD,2,3,pass,0.736263736,364,0.44126452,0.524725275,364,0.440002105,1,364,0
SD,2,3,run,0,74,0,1,74,0,0.554054054,74,0.326538168
SD,2,4,pass,0.8,5,0.447213595,0.4,5,0.418330013,1,5,0
SD,2,4,run,0,9,0,1,9,0,0.611111111,9,0.333333333
SD,3,1,pass,0.748129676,401,0.434629432,0.559850374,401,0.448786116,1,401,0
SD,3,1,run,0,493,0,1,493,0,0.498985801,493,0.388476001
SD,3,2,pass,0.765586035,401,0.424161194,0.547381546,401,0.440453603,1,401,0
SD,3,2,run,0,238,0,1,238,0,0.455882353,238,0.383118256
SD,3,3,pass,0.706586826,334,0.456009289,0.51497006,334,0.431232432,1,334,0
SD,3,3,run,0,47,0,1,47,0,0.521276596,47,0.32898802
SD,3,4,pass,0.8,5,0.447213595,0.8,5,0.447213595,1,5,0
SD,3,4,run,0,4,0,1,4,0,0.125,4,0.25
SD,4,1,pass,0.755789474,475,0.430071084,0.514736842,475,0.430623241,1,475,0
SD,4,1,run,0,469,0,1,469,0,0.551172708,469,0.372023386
SD,4,2,pass,0.773672055,433,0.418937869,0.516166282,433,0.438027027,1,433,0
SD,4,2,run,0,301,0,1,301,0,0.50166113,301,0.370806191
SD,4,3,pass,0.728434505,313,0.445479189,0.54313099,313,0.433633026,1,313,0
SD,4,3,run,0,133,0,1,133,0,0.526315789,133,0.355241006
SD,4,4,pass,0.476190476,42,0.505486737,0.464285714,42,0.418954231,1,42,0
SD,4,4,run,0,13,0,1,13,0,0.653846154,13,0.375533808
SD,5,1,pass,1,8,0,0.6875,8,0.372011905,1,8,0
SD,5,1,run,0,15,0,1,15,0,0.633333333,15,0.29680842
SD,5,2,pass,0.888888889,9,0.333333333,0.611111111,9,0.416666667,1,9,0
SD,5,2,run,0,10,0,1,10,0,0.55,10,0.283823106
SD,5,3,pass,1,9,0,0.444444444,9,0.39086798,1,9,0
SD,5,3,run,0,5,0,1,5,0,0.6,5,0.418330013
SD,5,4,pass,1,1,,1,1,,1,1,
SD,5,4,run,0,1,,1,1,,1,1,
SEA,1,1,pass,0.768472906,406,0.422328797,0.593596059,406,0.455266439,1,406,0
SEA,1,1,run,0,547,0,1,547,0,0.499085923,547,0.451390897
SEA,1,2,pass,0.787790698,344,0.409467837,0.595930233,344,0.452831398,1,344,0
SEA,1,2,run,0,388,0,1,388,0,0.49871134,388,0.43057967
SEA,1,3,pass,0.725,360,0.447135731,0.598611111,360,0.431197418,1,360,0
SEA,1,3,run,0,112,0,1,112,0,0.5,112,0.397061277
SEA,1,4,pass,1,2,0,0,2,0,1,2,0
SEA,1,4,run,0,8,0,1,8,0,0.6875,8,0.372011905
SEA,2,1,pass,0.696013289,602,0.460359463,0.580564784,602,0.445615744,1,602,0
SEA,2,1,run,0,561,0,1,561,0,0.505347594,561,0.432979621
SEA,2,2,pass,0.754601227,489,0.430764064,0.588957055,489,0.455792339,1,489,0
SEA,2,2,run,0,390,0,1,390,0,0.498717949,390,0.4188654
SEA,2,3,pass,0.692134831,445,0.462129988,0.565168539,445,0.447993807,1,445,0
SEA,2,3,run,0,130,0,1,130,0,0.534615385,130,0.409141953
SEA,2,4,pass,0.461538462,13,0.518874522,0.5,13,0.456435465,1,13,0
SEA,2,4,run,0,16,0,1,16,0,0.53125,16,0.385951206
SEA,3,1,pass,0.712473573,473,0.453088287,0.594080338,473,0.45347861,1,473,0
SEA,3,1,run,0,571,0,1,571,0,0.490367776,571,0.445635802
SEA,3,2,pass,0.762402089,383,0.426168213,0.58616188,383,0.453770296,1,383,0
SEA,3,2,run,0,405,0,1,405,0,0.50617284,405,0.43723526
SEA,3,3,pass,0.736413043,368,0.441177719,0.555706522,368,0.435508461,1,368,0
SEA,3,3,run,0,96,0,1,96,0,0.536458333,96,0.405519755
SEA,3,4,pass,0.666666667,6,0.516397779,0.75,6,0.273861279,1,6,0
SEA,3,4,run,0,3,0,1,3,0,0.666666667,3,0.288675135
SEA,4,1,pass,0.723529412,510,0.447691409,0.557843137,510,0.445549103,1,510,0
SEA,4,1,run,0,584,0,1,584,0,0.502568493,584,0.42890052
SEA,4,2,pass,0.774834437,453,0.418153105,0.577262693,453,0.433129704,1,453,0
SEA,4,2,run,0,409,0,1,409,0,0.482885086,409,0.429831806
SEA,4,3,pass,0.714666667,375,0.452176357,0.569333333,375,0.445408343,1,375,0
SEA,4,3,run,0,163,0,1,163,0,0.561349693,163,0.422269757
SEA,4,4,pass,0.578947368,57,0.498116754,0.578947368,57,0.470462099,1,57,0
SEA,4,4,run,0,27,0,1,27,0,0.462962963,27,0.414309572
SEA,5,1,pass,0.923076923,13,0.277350098,0.692307692,13,0.434859246,1,13,0
SEA,5,1,run,0,25,0,1,25,0,0.48,25,0.444409721
SEA,5,2,pass,0.923076923,13,0.277350098,0.653846154,13,0.473665467,1,13,0
SEA,5,2,run,0,11,0,1,11,0,0.454545455,11,0.415604707
SEA,5,3,pass,0.6,10,0.516397779,0.75,10,0.424918293,1,10,0
SEA,5,3,run,0,7,0,1,7,0,0.571428571,7,0.449867705
SEA,5,4,run,0,1,,1,1,,0,1,
SF,1,1,pass,0.736238532,436,0.441177711,0.560779817,436,0.448853802,1,436,0
SF,1,1,run,0,593,0,1,593,0,0.47301855,593,0.434119754
SF,1,2,pass,0.815642458,358,0.388318223,0.540502793,358,0.455783591,1,358,0
SF,1,2,run,0,374,0,1,374,0,0.494652406,374,0.428506055
SF,1,3,pass,0.747191011,356,0.435234083,0.591292135,356,0.448104005,1,356,0
SF,1,3,run,0,108,0,1,108,0,0.509259259,108,0.398487101
SF,1,4,pass,1,3,0,0.333333333,3,0.577350269,1,3,0
SF,1,4,run,0,8,0,1,8,0,0.6875,8,0.372011905
SF,2,1,pass,0.74457429,599,0.436464717,0.575959933,599,0.443823881,1,599,0
SF,2,1,run,0,534,0,1,534,0,0.462546816,534,0.421626744
SF,2,2,pass,0.785123967,484,0.411161292,0.571280992,484,0.452256376,1,484,0
SF,2,2,run,0,366,0,1,366,0,0.468579235,366,0.42000868
SF,2,3,pass,0.792951542,454,0.405637549,0.563876652,454,0.432273054,1,454,0
SF,2,3,run,0,130,0,1,130,0,0.453846154,130,0.380972612
SF,2,4,pass,0.611111111,18,0.501631326,0.638888889,18,0.479140025,1,18,0
SF,2,4,run,0,13,0,1,13,0,0.5,13,0.353553391
SF,3,1,pass,0.730858469,431,0.444029075,0.541763341,431,0.445254722,1,431,0
SF,3,1,run,0,565,0,1,565,0,0.474336283,565,0.41976411
SF,3,2,pass,0.762803235,371,0.425938343,0.595687332,371,0.449784031,1,371,0
SF,3,2,run,0,358,0,1,358,0,0.462290503,358,0.4124835
SF,3,3,pass,0.753541076,353,0.431560572,0.600566572,353,0.441716328,1,353,0
SF,3,3,run,0,102,0,1,102,0,0.426470588,102,0.400476565
SF,3,4,pass,0.866666667,15,0.351865775,0.566666667,15,0.495215201,1,15,0
SF,3,4,run,0,7,0,1,7,0,0.5,7,0.288675135
SF,4,1,pass,0.76635514,535,0.42354486,0.592523364,535,0.444841624,1,535,0
SF,4,1,run,0,507,0,1,507,0,0.481262327,507,0.426568235
SF,4,2,pass,0.741071429,448,0.438536017,0.546875,448,0.452474244,1,448,0
SF,4,2,run,0,364,0,1,364,0,0.523351648,364,0.424950203
SF,4,3,pass,0.717948718,390,0.450576206,0.567948718,390,0.438944044,1,390,0
SF,4,3,run,0,183,0,1,183,0,0.494535519,183,0.415989061
SF,4,4,pass,0.557377049,61,0.500819001,0.68852459,61,0.409918025,1,61,0
SF,4,4,run,0,26,0,1,26,0,0.576923077,26,0.365849906
SF,5,1,pass,0.923076923,13,0.277350098,0.307692308,13,0.480384461,1,13,0
SF,5,1,run,0,26,0,1,26,0,0.480769231,26,0.38680148
SF,5,2,pass,0.846153846,13,0.375533808,0.576923077,13,0.449358517,1,13,0
SF,5,2,run,0,16,0,1,16,0,0.59375,16,0.417083125
SF,5,3,pass,0.785714286,14,0.425815314,0.428571429,14,0.513552591,1,14,0
SF,5,3,run,0,2,0,1,2,0,0.75,2,0.353553391
SF,5,4,run,0,1,,1,1,,0,1,
STL,1,1,pass,0.772727273,264,0.419866158,0.5625,264,0.460280746,1,264,0
STL,1,1,run,0,425,0,1,425,0,0.525882353,425,0.419780081
STL,1,2,pass,0.779783394,277,0.415142664,0.597472924,277,0.46379121,1,277,0
STL,1,2,run,0.004310345,232,0.065653216,1,232,0,0.538793103,232,0.434700783
STL,1,3,pass,0.780669145,269,0.414564506,0.548327138,269,0.439944651,1,269,0
STL,1,3,run,0,52,0,1,52,0,0.644230769,52,0.400202626
STL,1,4,pass,0.6,5,0.547722558,0.6,5,0.418330013,1,5,0
STL,1,4,run,0,3,0,1,3,0,0.5,3,0.5
STL,2,1,pass,0.780058651,341,0.414815334,0.598240469,341,0.433721733,1,341,0
STL,2,1,run,0,416,0,1,416,0,0.508413462,416,0.418605122
STL,2,2,pass,0.784916201,358,0.411455528,0.592178771,358,0.444254011,1,358,0
STL,2,2,run,0,249,0,1,249,0,0.495983936,249,0.416378317
STL,2,3,pass,0.742331288,326,0.43802293,0.601226994,326,0.435570392,1,326,0
STL,2,3,run,0,72,0,1,72,0,0.590277778,72,0.378343209
STL,2,4,pass,0.818181818,11,0.404519917,0.590909091,11,0.490824909,1,11,0
STL,2,4,run,0,7,0,1,7,0,0.5,7,0.40824829
STL,3,1,pass,0.747211896,269,0.435420576,0.557620818,269,0.458570448,1,269,0
STL,3,1,run,0,400,0,1,400,0,0.50375,400,0.424040639
STL,3,2,pass,0.78125,288,0.414118223,0.597222222,288,0.438868428,1,288,0
STL,3,2,run,0.004739336,211,0.068842839,0.995260664,211,0.068842839,0.535545024,211,0.408151538
STL,3,3,pass,0.771126761,284,0.420849047,0.596830986,284,0.426950514,1,284,0
STL,3,3,run,0,55,0,1,55,0,0.527272727,55,0.365378822
STL,3,4,pass,0.875,8,0.353553391,0.375,8,0.44320263,1,8,0
STL,3,4,run,0,7,0,1,7,0,0.214285714,7,0.267261242
STL,4,1,pass,0.792035398,452,0.406301057,0.58960177,452,0.422801155,1,452,0
STL,4,1,run,0,344,0,1,344,0,0.515988372,344,0.415312113
STL,4,2,pass,0.787128713,404,0.409844942,0.563118812,404,0.436090431,1,404,0
STL,4,2,run,0,218,0,1,218,0,0.502293578,218,0.414311117
STL,4,3,pass,0.783606557,305,0.41246225,0.572131148,305,0.443939877,1,305,0
STL,4,3,run,0,109,0,1,109,0,0.481651376,109,0.365950092
STL,4,4,pass,0.671232877,73,0.473016165,0.602739726,73,0.424582345,1,73,0
STL,4,4,run,0,15,0,1,15,0,0.433333333,15,0.457737708
STL,5,1,pass,0.444444444,9,0.527046277,0.722222222,9,0.440958552,1,9,0
STL,5,1,run,0,14,0,1,14,0,0.464285714,14,0.365022956
STL,5,2,pass,0.777777778,9,0.440958552,0.555555556,9,0.463980364,1,9,0
STL,5,2,run,0,11,0,1,11,0,0.636363636,11,0.393122697
STL,5,3,pass,0.727272727,11,0.467099366,0.5,11,0.5,1,11,0
STL,5,3,run,0,4,0,1,4,0,0.75,4,0.288675135
TB,1,1,pass,0.73015873,378,0.444465496,0.544973545,378,0.442249644,1,378,0
TB,1,1,run,0,605,0,1,605,0,0.465289256,605,0.430176066
TB,1,2,pass,0.760752688,372,0.427198576,0.521505376,372,0.446091009,1,372,0
TB,1,2,run,0,362,0,1,362,0,0.51519337,362,0.439296959
TB,1,3,pass,0.762886598,388,0.425861544,0.5,388,0.441690434,1,388,0
TB,1,3,run,0,102,0,1,102,0,0.475490196,102,0.374809859
TB,1,4,pass,0.666666667,3,0.577350269,0.666666667,3,0.577350269,1,3,0
TB,1,4,run,0,8,0,1,8,0,0.4375,8,0.41726148
TB,2,1,pass,0.709576138,637,0.454314719,0.518838305,637,0.437571091,1,637,0
TB,2,1,run,0,515,0,1,515,0,0.489320388,515,0.42350966
TB,2,2,pass,0.749518304,519,0.433708484,0.516377649,519,0.446156451,1,519,0
TB,2,2,run,0,320,0,1,320,0,0.5609375,320,0.433913874
TB,2,3,pass,0.699074074,432,0.459192345,0.571759259,432,0.4247982,1,432,0
TB,2,3,run,0,96,0,1,96,0,0.494791667,96,0.393999677
TB,2,4,pass,0.818181818,11,0.404519917,0.727272727,11,0.410099766,1,11,0
TB,2,4,run,0,9,0,1,9,0,0.388888889,9,0.416666667
TB,3,1,pass,0.703703704,432,0.457152678,0.521990741,432,0.453245804,1,432,0
TB,3,1,run,0,615,0,1,615,0,0.486178862,615,0.428299646
TB,3,2,pass,0.747252747,455,0.435065608,0.524175824,455,0.460401247,1,455,0
TB,3,2,run,0,330,0,1,330,0,0.446969697,330,0.426414933
TB,3,3,pass,0.746803069,391,0.435399916,0.583120205,391,0.441583959,1,391,0
TB,3,3,run,0,85,0,1,85,0,0.505882353,85,0.389551922
TB,3,4,pass,0.666666667,9,0.5,0.5,9,0.5,1,9,0
TB,3,4,run,0,12,0,1,12,0,0.666666667,12,0.389249472
TB,4,1,pass,0.725071225,702,0.446796725,0.532763533,702,0.429388376,1,702,0
TB,4,1,run,0,438,0,1,438,0,0.521689498,438,0.435926509
TB,4,2,pass,0.775831874,571,0.417398963,0.542031524,571,0.427130867,1,571,0
TB,4,2,run,0,289,0,1,289,0,0.501730104,289,0.427968128
TB,4,3,pass,0.732360097,411,0.443268379,0.565693431,411,0.43540359,1,411,0
TB,4,3,run,0,121,0,1,121,0,0.516528926,121,0.402771049
TB,4,4,pass,0.691358025,81,0.464811126,0.543209877,81,0.419803011,1,81,0
TB,4,4,run,0,15,0,1,15,0,0.5,15,0.377964473
TB,5,1,pass,0.5,8,0.534522484,0.5,8,0.534522484,1,8,0
TB,5,1,run,0,16,0,1,16,0,0.53125,16,0.464354391
TB,5,2,pass,0.888888889,9,0.333333333,0.666666667,9,0.433012702,1,9,0
TB,5,2,run,0,10,0,1,10,0,0.55,10,0.497214463
TB,5,3,pass,0.9,10,0.316227766,0.65,10,0.474341649,1,10,0
TB,5,3,run,0,2,0,1,2,0,0.5,2,0.707106781
TEN,1,1,pass,0.744125326,383,0.436922489,0.514360313,383,0.44946454,1,383,0
TEN,1,1,run,0,563,0,1,563,0,0.513321492,563,0.434602303
TEN,1,2,pass,0.773462783,309,0.419269598,0.51618123,309,0.464377442,1,309,0
TEN,1,2,run,0,393,0,1,393,0,0.486005089,393,0.42759719
TEN,1,3,pass,0.731155779,398,0.443916813,0.535175879,398,0.430299344,1,398,0
TEN,1,3,run,0,71,0,1,71,0,0.408450704,71,0.380881113
TEN,1,4,pass,0.428571429,7,0.534522484,0.428571429,7,0.534522484,1,7,0
TEN,1,4,run,0,5,0,1,5,0,0.4,5,0.547722558
TEN,2,1,pass,0.728873239,568,0.444933221,0.561619718,568,0.445125094,1,568,0
TEN,2,1,run,0,563,0,1,563,0,0.48401421,563,0.431945297
TEN,2,2,pass,0.775303644,494,0.417805298,0.53340081,494,0.449698765,1,494,0
TEN,2,2,run,0,361,0,1,361,0,0.451523546,361,0.412989313
TEN,2,3,pass,0.730263158,456,0.444310476,0.543859649,456,0.432531031,1,456,0
TEN,2,3,run,0,120,0,1,120,0,0.458333333,120,0.386664976
TEN,2,4,pass,0.769230769,13,0.43852901,0.846153846,13,0.375533808,1,13,0
TEN,2,4,run,0,16,0,1,16,0,0.5625,16,0.359397644
TEN,3,1,pass,0.695,400,0.460984019,0.55875,400,0.451589715,1,400,0
TEN,3,1,run,0,543,0,1,543,0,0.47145488,543,0.422624795
TEN,3,2,pass,0.781869688,353,0.413562564,0.541076487,353,0.451180242,1,353,0
TEN,3,2,run,0,360,0,1,360,0,0.486111111,360,0.430166631
TEN,3,3,pass,0.713498623,363,0.452750516,0.604683196,363,0.433481469,1,363,0
TEN,3,3,run,0,78,0,1,78,0,0.448717949,78,0.365649605
TEN,3,4,pass,0.875,8,0.353553391,0.6875,8,0.458062691,1,8,0
TEN,3,4,run,0,9,0,1,9,0,0.5,9,0.353553391
TEN,4,1,pass,0.718166384,589,0.450275085,0.546689304,589,0.433436757,1,589,0
TEN,4,1,run,0,516,0,1,516,0,0.521317829,516,0.422120178
TEN,4,2,pass,0.743027888,502,0.437399769,0.532868526,502,0.438213733,1,502,0
TEN,4,2,run,0,335,0,1,335,0,0.525373134,335,0.423961671
TEN,4,3,pass,0.751141553,438,0.432846016,0.571917808,438,0.429156453,1,438,0
TEN,4,3,run,0,141,0,1,141,0,0.489361702,141,0.402971486
TEN,4,4,pass,0.779411765,68,0.417726192,0.595588235,68,0.425470354,1,68,0
TEN,4,4,run,0,18,0,1,18,0,0.333333333,18,0.297044263
TEN,5,1,pass,0.818181818,11,0.404519917,0.636363636,11,0.452267017,1,11,0
TEN,5,1,run,0,13,0,1,13,0,0.423076923,13,0.493548117
TEN,5,2,pass,0.857142857,14,0.36313652,0.428571429,14,0.432218911,1,14,0
TEN,5,2,run,0,3,0,1,3,0,0.666666667,3,0.577350269
TEN,5,3,pass,0.888888889,9,0.333333333,0.555555556,9,0.527046277,1,9,0
TEN,5,3,run,0,4,0,1,4,0,0.375,4,0.478713554
TEN,5,4,pass,0.5,2,0.707106781,0.5,2,0.707106781,1,2,0
WAS,1,1,pass,0.721649485,388,0.448765589,0.543814433,388,0.439506285,1,388,0
WAS,1,1,run,0,614,0,1,614,0,0.508143322,614,0.461325283
WAS,1,2,pass,0.778606965,402,0.415701852,0.5460199,402,0.430735125,1,402,0
WAS,1,2,run,0,340,0,1,340,0,0.505882353,340,0.46081957
WAS,1,3,pass,0.760204082,392,0.427504457,0.554846939,392,0.418775437,1,392,0
WAS,1,3,run,0,76,0,1,76,0,0.578947368,76,0.42467738
WAS,1,4,pass,0.8,5,0.447213595,0.7,5,0.447213595,1,5,0
WAS,1,4,run,0,6,0,1,6,0,0.416666667,6,0.49159604
WAS,2,1,pass,0.752631579,570,0.431861652,0.557894737,570,0.422540383,1,570,0
WAS,2,1,run,0,535,0,1,535,0,0.506542056,535,0.451230326
WAS,2,2,pass,0.820158103,506,0.384435776,0.549407115,506,0.422779165,1,506,0
WAS,2,2,run,0,317,0,1,317,0,0.479495268,317,0.455683932
WAS,2,3,pass,0.733183857,446,0.442792159,0.580717489,446,0.410793068,1,446,0
WAS,2,3,run,0,91,0,1,91,0,0.505494505,91,0.444062718
WAS,2,4,pass,0.5,20,0.512989176,0.575,20,0.466651002,1,20,0
WAS,2,4,run,0,11,0,1,11,0,0.727272727,11,0.343775825
WAS,3,1,pass,0.739325843,445,0.439496533,0.551685393,445,0.42530126,1,445,0
WAS,3,1,run,0,615,0,1,615,0,0.494308943,615,0.456994289
WAS,3,2,pass,0.823027719,469,0.382052768,0.52771855,469,0.430264426,1,469,0
WAS,3,2,run,0,315,0,1,315,0,0.487301587,315,0.449519228
WAS,3,3,pass,0.744303797,395,0.436805093,0.54556962,395,0.430970298,1,395,0
WAS,3,3,run,0,79,0,1,79,0,0.5,79,0.423659273
WAS,3,4,pass,0.631578947,19,0.495594628,0.631578947,19,0.40284079,1,19,0
WAS,3,4,run,0,9,0,1,9,0,0.666666667,9,0.433012702
WAS,4,1,pass,0.780089153,673,0.414494088,0.520059435,673,0.420775923,1,673,0
WAS,4,1,run,0,485,0,1,485,0,0.471134021,485,0.447896545
WAS,4,2,pass,0.784832451,567,0.411301389,0.55643739,567,0.41439215,1,567,0
WAS,4,2,run,0,298,0,1,298,0,0.494966443,298,0.452238911
WAS,4,3,pass,0.755447942,413,0.430342611,0.576271186,413,0.417596735,1,413,0
WAS,4,3,run,0,147,0,1,147,0,0.425170068,147,0.427455603
WAS,4,4,pass,0.716666667,60,0.454419603,0.575,60,0.430067003,1,60,0
WAS,4,4,run,0,21,0,1,21,0,0.428571429,21,0.455129495
WAS,5,1,pass,0.653846154,26,0.485164524,0.519230769,26,0.435448487,1,26,0
WAS,5,1,run,0,19,0,1,19,0,0.394736842,19,0.488164003
WAS,5,2,pass,0.833333333,18,0.383482494,0.555555556,18,0.481690921,1,18,0
WAS,5,2,run,0,11,0,1,11,0,0.454545455,11,0.471939904
WAS,5,3,pass,0.545454545,11,0.522232968,0.636363636,11,0.452267017,1,11,0
WAS,5,3,run,0,1,,1,1,,1,1,
WAS,5,4,pass,0,1,,0,1,,1,1,
